,Federal Provider Number,Provider Name,Provider State,Survey Date,Survey Type,Deficiency Prefix,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency
78486,676414,MID VALLEY NURSING & REHABILITATION,TX,01/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/07/2018,2,Y,False
78489,676288,LAS PALMAS,TX,06/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/22/2018,2,Y,False
78490,676194,MASON CREEK TRANSITIONAL CARE OF KATY,TX,07/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/31/2018,2,Y,True
78536,676394,WOODLANDS PLACE REHABILITATION SUITES,TX,08/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/18/2018,2,N,True
78563,676332,THE MEDICAL RESORT AT BAY AREA,TX,04/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/18/2018,2,Y,False
78585,676431,CIMARRON PARK NURSING AND REHABILITATION CENTER,TX,09/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",09/28/2018,2,Y,False
78588,676271,SENIOR CARE OF ONION CREEK,TX,04/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/15/2018,2,Y,False
78604,676411,CLARENDON NURSING HOME,TX,08/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/03/2018,2,Y,False
78625,676283,LOS ARCOS DEL NORTE CARE CENTER,TX,08/10/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/07/2018,2,Y,False
78641,365961,PIKETON NURSING CENTER,OH,10/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/20/2018,2,Y,False
78644,245470,LIFECARE ROSEAU MANOR,MN,08/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",08/31/2018,2,Y,False
78649,366199,COUNTRY LANE GARDENS REHAB & NURSING CTR,OH,08/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/26/2018,2,Y,False
78665,366304,HEARTLAND OF MARION,OH,06/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/21/2018,2,N,True
78669,366430,OTTERBEIN GAHANNA,OH,01/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/02/2018,2,Y,False
78683,375409,CORN HERITAGE VILLAGE AND REHAB,OK,04/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/24/2018,2,Y,False
78694,375526,DR W F & MADA DUNAWAY MANOR,OK,08/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/28/2018,2,Y,False
78706,385264,SECORA REHABILITATION OF CASCADIA,OR,07/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,J,"Deficient, Provider has date of correction",08/10/2018,2,N,True
78709,395012,BROOKVIEW HEALTH CARE CENTER,PA,07/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/07/2018,2,Y,False
78728,395365,SPANG CREST MANOR,PA,07/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/06/2018,2,Y,False
78737,395418,BROOKLINE MANOR AND REHABILITATIVE SERVICES,PA,08/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/14/2018,2,N,True
78776,425113,PRUITTHEALTH- DILLON,SC,04/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/12/2018,2,Y,False
78798,445310,LIFE CARE CENTER OF COPPER BASIN,TN,05/31/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/15/2018,2,Y,False
78801,455463,THE MEADOWS HEALTH AND REHABILITATION CENTER,TX,11/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/30/2018,2,Y,False
78803,455534,HONDO NURSING AND REHABILITATION LP,TX,02/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/15/2018,2,Y,False
78804,455557,THE PALMS NURSING & REHABILITATION,TX,07/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/13/2018,2,Y,True
78825,265555,ELDON NURSING & REHAB,MO,08/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/12/2018,2,Y,False
78850,495420,ALBEMARLE HEALTH AND REHABILITATION CENTER,VA,04/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/08/2018,2,Y,False
78858,505280,RENTON NURSING AND REHABILITATION CENTER,WA,01/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/15/2018,2,Y,False
78861,505346,CHENEY CARE CENTER,WA,05/10/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",08/16/2018,2,Y,False
78878,245489,EMMANUEL NURSING HOME,MN,08/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/14/2018,2,Y,False
78883,515086,HARPER MILLS,WV,02/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/17/2018,2,Y,False
78884,265377,JEFFERSON HEALTH CARE,MO,02/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/06/2018,2,Y,False
78888,525264,MANORCARE HEALTH SERVICES,WI,06/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/20/2018,2,N,True
78889,525270,CROSSROADS CARE CENTER OF FOND DU LAC,WI,08/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/07/2018,2,N,True
78897,265462,WILLOW CARE REHABILITATION & HEALTH CARE CENTER,MO,02/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/23/2018,2,Y,False
78911,555096,GOLDEN CROSS HEALTH CARE,CA,03/31/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/26/2018,2,Y,False
78916,265160,LEWIS & CLARK GARDENS,MO,03/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/03/2018,2,Y,False
78920,555257,PALM TERRACE HEALTHCARE & REHABILITATION CENTER,CA,11/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/14/2018,2,Y,False
78922,555266,SUN MAR NURSING CENTER,CA,08/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/13/2018,2,Y,True
78923,555308,LAKE FOREST NURSING CENTER,CA,05/18/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",07/12/2018,2,Y,False
78927,265476,REDWOOD OF RAYMORE,MO,01/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",03/05/2018,2,Y,False
78929,555356,QUARTZ HILL POST ACUTE,CA,09/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/30/2018,2,Y,False
78934,555565,WINDSOR PALMS CARE CENTER OF ARTESIA,CA,07/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/31/2018,2,N,True
78938,555596,PARKSIDE HEALTH AND WELLNESS CENTER,CA,12/14/2017,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/01/2018,2,Y,False
78944,555736,AVALON CARE CENTER - SONORA,CA,12/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/18/2019,2,Y,False
78945,265354,MARYVILLE LIVING CENTER,MO,06/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/02/2018,2,Y,False
78957,555872,CHAPARRAL HOUSE,CA,07/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/08/2018,2,Y,False
78972,675281,COTTONWOOD CREEK HEALTHCARE COMMUNITY,TX,01/09/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/15/2019,2,N,True
78976,675360,WOODLAND SPRINGS NURSING CENTER,TX,02/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/01/2018,2,Y,False
78986,675619,OAKS NURSING CENTER,TX,03/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/05/2018,2,Y,False
78988,675680,BRENTWOOD PLACE ONE,TX,07/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/24/2018,2,Y,True
78994,676015,MABEE HEALTH CARE CENTER,TX,09/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/16/2018,2,Y,True
78999,676086,GOLDTHWAITE HEALTH & REHAB CENTER,TX,06/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/26/2018,2,Y,False
79002,676142,SENIOR SUITE CARE & REHAB LLC,TX,03/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",04/30/2018,2,Y,False
79010,676368,TREVISO TRANSITIONAL CARE,TX,09/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/21/2018,2,Y,False
79012,676418,THE HEIGHTS OF BULVERDE,TX,04/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/01/2018,2,Y,False
79019,045184,LAKE VILLAGE REHABILITATION AND CARE CENTER,AR,08/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/30/2018,2,N,True
79038,015461,LEGACY HEALTH AND REHABILITATION OF PLEASANT GROVE,AL,06/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/31/2018,2,Y,False
79059,045290,"DARDANELLE NURSING AND REHABILITATION CENTER,INC",AR,08/31/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/30/2018,2,Y,False
79073,015197,LAFAYETTE EXTENDED CARE,AL,02/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/08/2018,2,Y,False
79089,045148,CAVE CITY NURSING HOME INC,AR,05/04/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/03/2018,2,Y,False
79097,015169,"FLORENCE NURSING AND REHABILITATION CTR,  LLC",AL,01/25/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/19/2018,2,Y,False
79137,045413,METHODIST HEALTH AND REHAB,AR,09/28/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/28/2018,2,Y,False
79162,045248,SOUTHFORK RIVER THERAPY AND LIVING,AR,10/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/25/2018,2,Y,False
79167,045431,THE VILLAGE AT VALLEY RANCH,AR,11/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",12/08/2018,2,Y,False
79173,045419,"ASHTON PLACE HEALTH AND REHAB, LLC",AR,10/18/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/17/2018,2,Y,False
79191,045342,"NASHVILLE NURSING AND REHAB, INC",AR,07/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/19/2018,2,Y,False
79192,055022,MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOS,CA,10/04/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/31/2018,2,Y,False
79193,045228,MAPLE HEALTHCARE,AR,05/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/18/2018,2,Y,False
79211,015155,"RIDGEVIEW HEALTH SERVICES, INC",AL,08/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/20/2018,2,Y,False
79214,015028,KELLER LANDING,AL,09/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/09/2018,2,Y,False
79222,015114,SHADESCREST HEALTH CARE CENTER,AL,06/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/31/2018,2,Y,False
79233,015136,FALKVILLE HEALTH CARE CENTER,AL,08/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/16/2018,2,Y,False
79242,035127,PRESCOTT NURSING AND REHABILITATION CENTER,AZ,03/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/09/2018,2,Y,False
79250,015452,OAK PARK,AL,06/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,K,"Deficient, Provider has date of correction",08/04/2018,2,Y,False
79251,015376,DIVERSICARE OF WINFIELD,AL,05/10/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/12/2018,2,Y,True
79258,045166,"CRESTPARK WYNNE, LLC",AR,07/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/20/2018,2,Y,False
79261,035171,ALTA MESA HEALTH AND REHABILITATION,AZ,01/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/15/2018,2,Y,False
79268,015091,"NORTH HILL NURSING AND REHABILITATION CTR, LLC",AL,05/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/05/2018,2,Y,False
79274,055047,PALMS CARE CENTER,CA,06/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/06/2018,2,Y,True
79309,045380,ST ELIZABETH'S PLACE,AR,03/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/01/2018,2,Y,False
79321,055060,COUNTRY VILLA WESTWOOD,CA,01/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/19/2018,2,Y,False
79323,055045,RIVIERA HEALTHCARE CENTER,CA,04/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/09/2018,2,Y,False
79328,045422,THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,AR,09/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/13/2018,2,Y,True
79351,045424,GREENE ACRES NURSING HOME,AR,09/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/12/2018,2,Y,False
79361,015429,KENSINGTON HEALTH AND REHABILITATION,AL,06/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/26/2018,2,Y,False
79371,045421,ASHLEY REHABILITATION AND HEALTH CARE CENTER,AR,11/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/02/2018,2,Y,False
79372,015135,JOHN KNOX MANOR INC  I I,AL,11/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/13/2018,2,Y,False
79384,045189,SOMERSET SENIOR LIVING AT PINE HILLS,AR,09/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/20/2018,2,N,True
79387,055017,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",CA,12/10/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/14/2018,2,N,True
79390,015160,SYLACAUGA HEALTH AND REHAB SERVICES,AL,05/22/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/26/2018,2,Y,False
79411,015187,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",AL,03/22/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/26/2018,2,Y,False
79450,045322,PIONEER THERAPY AND LIVING,AR,10/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/16/2018,2,Y,False
79456,045373,"BRADFORD HOUSE NURSING AND REHAB, LLC",AR,03/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/30/2018,2,Y,False
79458,045314,BARNES HEALTHCARE,AR,04/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/03/2018,2,Y,False
79469,055104,SUNSET MANOR CONV HOSP,CA,05/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/05/2018,2,Y,False
79473,01A208,MONTGOMERY CHILDREN'S SPECIALTY CENTER,AL,10/18/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/16/2018,2,Y,False
79500,035214,GOOD SAMARITAN SOCIETY-QUIBURI MISSION,AZ,02/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/30/2018,2,Y,False
79514,035292,"SAPPHIRE ESTATES REHAB CENTRE, LLC",AZ,05/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/10/2018,2,Y,False
79544,035193,ALLEGIANT HEALTHCARE OF MESA,AZ,07/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/07/2018,2,Y,False
79566,015132,DIVERSICARE OF OXFORD,AL,09/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/22/2018,2,Y,False
79579,055052,CALIFORNIA POST-ACUTE CARE,CA,09/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/16/2018,2,Y,False
79616,015034,"HUNTER CREEK HEALTH AND REHABILITATION, LLC",AL,06/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/12/2018,2,Y,False
79643,015227,"GENERATIONS OF VERNON, LLC",AL,06/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/27/2018,2,Y,False
79645,015012,HIGHLANDS HEALTH AND REHAB,AL,05/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/04/2018,2,Y,False
79671,035071,MISSION PALMS POST ACUTE,AZ,12/13/2017,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/26/2018,2,Y,False
79695,015425,WESTSIDE TERRACE HEALTH & REHABILITATION CENTER,AL,08/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/13/2018,2,Y,False
79712,045459,HAPPY VALLEY NURSING & REHABILITATION,AR,09/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",10/13/2018,2,Y,False
79716,045295,AUTUMN HILL,AR,10/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",10/26/2018,2,Y,False
79729,045434,KATHERINE'S PLACE AT WEDINGTON,AR,11/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/09/2018,2,N,True
79741,045416,TIMBERLANE HEALTH & REHABILITATION,AR,09/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/20/2018,2,Y,False
79742,015448,SOUTH HAMPTON NURSING & REHABILITATION CENTER,AL,08/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/13/2018,2,Y,False
79756,015164,CHOCTAW HEALTH AND REHAB,AL,03/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/20/2018,2,Y,False
79759,015416,ANDALUSIA MANOR,AL,10/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/16/2018,2,Y,False
79810,045370,ALMA HEALTHCARE AND REHABILITATION CENTER,AR,10/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/29/2018,2,Y,False
79818,015456,"GULF COAST HEALTH AND REHABILITATION, LLC",AL,01/04/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/08/2018,2,Y,False
79824,015048,CULLMAN HEALTH CARE CENTER,AL,04/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/04/2018,2,Y,False
79830,015404,BARON HOUSE OF HUEYTOWN,AL,11/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/14/2018,2,Y,False
79849,045313,ST ANDREWS HEALTHCARE,AR,01/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/18/2018,2,Y,False
79860,035083,HERITAGE COURT POST ACUTE OF SCOTTSDALE,AZ,01/18/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/21/2018,2,Y,False
79862,035274,NEURORESTORATIVE,AZ,04/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/25/2018,2,Y,False
79881,055079,MISSION VIEW HEALTH CENTER,CA,07/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/05/2018,2,Y,False
79889,045173,SILVER OAKS HEALTH AND REHABILITATION,AR,04/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/20/2018,2,Y,False
79893,015137,ALICEVILLE MANOR NURSING HOME,AL,08/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/25/2018,2,Y,False
79896,025010,KETCHIKAN MED CTR NEW HORIZONS TRANSITIONAL CARE,AK,08/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/17/2018,2,Y,False
79901,045216,TWIN RIVERS HEALTH AND REHABILITATION,AR,10/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/23/2018,2,Y,False
79926,015331,"PHENIX CITY HEALTH CARE, INC",AL,11/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/31/2018,2,Y,False
79929,015097,"SOUTH HEALTH AND REHABILITATION, LLC",AL,05/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/22/2018,2,Y,False
79930,045070,ROGERS HEALTH AND REHABILITATION CENTER,AR,10/24/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/23/2018,2,Y,False
79936,04A158,CRAIGHEAD NURSING CENTER,AR,10/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/05/2018,2,Y,False
79943,045270,ARBOR OAKS HEALTHCARE AND REHABILITATION CENTER,AR,10/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/02/2018,2,Y,False
79979,015066,"TERRACE MANOR NURSING & REHABILITATION CENTER, INC",AL,06/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/09/2018,2,Y,False
79986,045445,LAKE HAMILTON HEALTH AND REHAB,AR,07/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/25/2018,2,Y,False
79997,055032,THE EARLWOOD,CA,04/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/07/2018,2,Y,False
80015,015016,ATHENS HEALTH AND REHABILITATION LLC,AL,07/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/31/2018,2,Y,False
80056,015148,DIVERSICARE OF ARAB,AL,03/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/31/2018,2,Y,False
80103,045266,MONTGOMERY COUNTY NURSING HOME,AR,04/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/27/2018,2,Y,False
80106,015147,GLENWOOD CENTER,AL,01/25/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/01/2018,2,Y,False
80114,015202,MCGUFFEY HEALTH & REHABILITATION CENTER,AL,04/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/10/2018,2,Y,False
80134,015457,KIRKWOOD BY THE RIVER,AL,03/22/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/24/2018,2,Y,False
80164,015100,CROWNE HEALTH CARE OF MOBILE,AL,08/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/20/2018,2,Y,False
80179,015398,MONROE MANOR HEALTH & REHABILITATION CENTER,AL,11/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/30/2018,2,Y,False
80183,015210,"OPP HEALTH AND REHABILITATION, LLC",AL,07/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/30/2018,2,Y,False
80192,045142,SOMERSET SENIOR LIVING AT CANYON SPRINGS,AR,07/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/19/2018,2,Y,False
80195,035166,ESTRELLA CENTER,AZ,05/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/25/2018,2,Y,False
80205,015424,ROANOKE REHABILITATION & HEALTHCARE CENTER,AL,05/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/17/2018,2,Y,False
80243,015419,HARTFORD HEALTH CARE,AL,11/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/03/2019,2,Y,False
80244,055002,COUNTRY MANOR HEALTHCARE,CA,11/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/15/2018,2,Y,False
80250,025025,PRESTIGE CARE & REHAB CENTER OF ANCHORAGE,AK,06/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/12/2018,2,Y,False
80253,045432,BARROW CREEK HEALTH AND REHAB,AR,08/31/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",09/30/2018,2,Y,False
80263,045153,INDIAN ROCK VILLAGE HEALTH CENTER,AR,04/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/11/2018,2,Y,False
